YTID,start_seconds,end_seconds,positive_labels,label_description
IBvCvHfsG4M,150.0,160.0,/m/03l9g,hammer
ICnsQ7zkpxc,130.0,140.0,/m/0d31p,vacuum_cleaner
IJ72I5FvEIc,30.0,40.0,/m/0d31p,vacuum_cleaner
IKhNyJSvFK0,150.0,160.0,/m/0d31p,vacuum_cleaner
IM47_WohcnA,5.0,15.0,/t/dd00002,infant_cry
IV8YevS0PYc,0.0,2.0,/m/02mfyn,car_alarm
IWxlWrfpk_g,40.0,50.0,/m/01w250,whistling
IZykuqhXVhY,30.0,40.0,/m/03v3yw,keys_jangling
IcWvLFL1SCc,30.0,40.0,/m/01h82_,engine
Ig9iIY9yyuA,430.0,440.0,/m/03wvsk,hair_dryer
IhAHIpIzCyI,190.0,200.0,/m/0j2kx,waterfall
IlbMFaTfIPs,200.0,210.0,/m/03cl9h,ice_cream_van
In9FM4xhmkA,20.0,30.0,/m/028ght,applause
Iocy_TZAT3U,410.0,420.0,/m/03l9g,hammer
Ioogyqu0cBo,30.0,40.0,/m/07r4wb8,knock
Iqloknh8ueA,12.0,22.0,/m/07r4wb8,knock
IrHyEv2yxb0,230.0,240.0,/m/03l9g,hammer
IsVHwMN_Mnw,30.0,40.0,/m/01h8n0,conversation
Iu1nK9ixxAc,0.0,10.0,/m/01h8n0,conversation
Iu7yKOCPHAM,60.0,70.0,/m/016622,bell
IusuWEAoIoY,30.0,40.0,/m/03w41f,bell
J1sQvMmsOdA,280.0,290.0,/m/02z32qm,shotgun
J3kJTky_5c0,150.0,160.0,/m/03qc9zr,screaming
J5MslZSjCuk,470.0,480.0,/m/06_y0by,environmental_noise
J5d1-encXPk,300.0,310.0,/m/03wvsk,hair_dryer
J7fPxThIeGc,570.0,580.0,/m/02z32qm,shotgun
JGjjYIjvNwE,380.0,390.0,/m/03wvsk,hair_dryer
JHIfkGns06o,150.0,160.0,/m/03w41f,bell
JL76D1HWv-U,550.0,560.0,/m/03wwcy,doorbell
JLnOnsZBP4E,200.0,210.0,/m/03l9g,hammer
JLyjEE1UKaU,30.0,40.0,/m/01j4z9,chainsaw
JSPw2UEvMDM,0.0,10.0,/g/122z_qxw,fireworks
JV31wOPhVaU,10.0,20.0,/m/06_y0by,environmental_noise
JVByRyvvPNk,260.0,270.0,/m/0j2kx,waterfall
JW36HYLa4E4,0.0,9.0,/m/01y3hg,smoke_alarm
JWn_MiDe2_w,130.0,140.0,/m/0c2wf,typewriter
Jj9orXFko0Y,30.0,40.0,/m/0395lw,bell
JjC4SzZwjJg,50.0,60.0,/m/02_41,fire
Jl6PuLEhxN8,110.0,120.0,/m/0g6b5,fireworks
Jm6KScwr0NE,80.0,90.0,/m/03l9g,hammer
JoP-iqBMmi4,10.0,20.0,/m/016622,bell
JsDnNPMmdes,250.0,260.0,/m/0j2kx,waterfall
JuaiNGsbGxE,30.0,40.0,/m/03w41f,bell
Jui1bVoD8vo,30.0,40.0,/m/01w250,whistling
JuwUu6Jg7J4,430.0,440.0,/m/04zmvq,train_whistle
K3z6Wi3kpNY,30.0,40.0,/m/01d3sd,snoring
K5TkfFZk-ro,0.0,10.0,/m/02_41,fire
K5h6KIIukHc,30.0,40.0,/m/028ght,applause
KCNFN9LhgmY,40.0,50.0,/m/0j2kx,waterfall
KH0nANcs4Kc,280.0,290.0,/m/02z32qm,shotgun
KLQvTApN-60,310.0,320.0,/m/014yck,aircraft_engine
KNqoXUYBxZ0,7.0,17.0,/m/02mfyn,car_alarm
KOC3GuBco5E,510.0,520.0,/m/07pbtc8,footsteps
KXOFHySQG1c,20.0,30.0,/m/04zmvq,train_whistle
KkUFgoU_LO0,80.0,90.0,/m/03l9g,hammer
KlVkArn952g,440.0,450.0,/m/01h8n0,conversation
KqiZ1XaagYc,140.0,150.0,/m/0llzx,sewing_machine
Kzta4DN8joI,30.0,40.0,/t/dd00134,car_passing_by
L6eIklz38nw,260.0,270.0,/m/02dgv,door
LAd46APKqLE,40.0,50.0,/m/01d3sd,snoring
LAj-4YhlK7g,2.0,12.0,/m/07pws3f,shotgun
LCTL-WJhDVw,30.0,40.0,/m/04zmvq,train_whistle
LDquwvZt8zs,10.0,20.0,/m/02mfyn,car_alarm
LJ0RTahP_DU,300.0,310.0,/m/03v3yw,keys_jangling
LMzTjjnxaSY,450.0,460.0,/m/01lsmm,scissors
LNwCQ3DN8kw,460.0,470.0,/m/03l9g,hammer
LRt6lu7S70U,110.0,120.0,/m/07cx4,telephone
LRyeCtZnuCE,120.0,130.0,/m/0j2kx,waterfall
LUwCJvp12yA,0.0,10.0,/m/07pws3f,shotgun
LdiE2UM_dFA,220.0,230.0,/m/07qqyl4,explosion
Lf_fYuh9aD8,30.0,40.0,/m/07c52,television
LfiBsenSxu4,30.0,40.0,/m/07r10fb,pouring_water
LgvCUGFVgT0,120.0,130.0,/m/016622,bell
Ln0Epmhtvao,150.0,160.0,/m/016622,bell
Ln3CVQnxz8A,330.0,340.0,/m/07prgkl,pouring_water
LwE3Jt6Q78M,0.0,10.0,/m/01w250,whistling
LxUDDBAlhjU,430.0,440.0,/m/01j4z9,chainsaw
LyKZes38XXw,80.0,90.0,/t/dd00001,baby_laughter
MBWwU5fP1Ws,30.0,40.0,/m/01h82_,engine
MBbI_av8TPk,350.0,360.0,/m/0fd3y,ambient_music
MK1NzQm9XaQ,60.0,70.0,/m/0l15bq,clapping
MKM3Rs5Kg8c,300.0,310.0,/m/0d31p,vacuum_cleaner
MLY__fadQAw,40.0,50.0,/m/02mfyn,car_alarm
MM0_2pgWQqA,30.0,40.0,/m/01w250,whistling
MN7D6xuIljk,290.0,300.0,/m/01w250,whistling
MPUD6-BJHbM,190.0,200.0,/m/01j4z9,chainsaw
MWJZVSUJHVE,0.0,10.0,/m/03w41f,bell
MXmWFHB0HLM,310.0,320.0,/m/07c52,television
MZssGuD0KhE,200.0,210.0,/m/03wvsk,hair_dryer
Ma_myoeBN1c,10.0,20.0,/m/0d31p,vacuum_cleaner
MclbaYtc94E,520.0,530.0,/m/025td0t,background_music
McwJQR6vKDA,10.0,20.0,/m/02_41,fire
Mk23vQxKr6U,140.0,150.0,/m/03w41f,bell
MkHqlntDmkI,2.0,12.0,/m/03v3yw,keys_jangling
MpUdDEbFJE8,300.0,310.0,/m/0llzx,sewing_machine
MqbjdU-Jzdk,110.0,120.0,/m/02z32qm,shotgun
MsBB8ajopRg,30.0,40.0,/m/01h82_,engine
MtyO_Dh8S1o,20.0,30.0,/m/01d3sd,snoring
Mul6x5eHi_E,20.0,30.0,/m/01lsmm,scissors
MuvuZhHeM3s,490.0,500.0,/m/0g6b5,fireworks
Mw6qbBeBvLM,50.0,60.0,/m/01hsr_,sneeze
Mx_JJSIfIks,10.0,20.0,/m/06_y0by,environmental_noise
MzBS9C6ICnM,0.0,10.0,/m/07pbtc8,footsteps
N00bYlxRgnE,30.0,40.0,/m/046dlr,alarm_clock
N2SDcbOESXI,340.0,350.0,/m/01w250,whistling
N3yLARaRIYU,250.0,260.0,/m/07qqyl4,explosion
NAJi3ld-_8E,200.0,210.0,/m/0fd3y,ambient_music
NETQtgbQ9-s,0.0,10.0,/m/01w250,whistling
NMWa9nRf5uI,330.0,340.0,/m/016622,bell
NQvwR2jkVUo,540.0,550.0,/m/01lsmm,scissors
NTFCiilGlpo,30.0,40.0,/m/03l9g,hammer
NTlmd-HY3Jw,0.0,7.0,/m/016622,bell
NbEVOJKxsBA,440.0,450.0,/m/01d3sd,snoring
NfDtYPwPz7Y,230.0,240.0,/m/0fd3y,ambient_music
NkFdbUx87ko,150.0,160.0,/m/0c2wf,typewriter
NkXnFG08OjY,480.0,490.0,/m/07r10fb,pouring_water
Npbs_4DZgEQ,520.0,530.0,/m/0395lw,bell
Nx3veQOSH2k,1.0,11.0,/m/028ght,applause
O4nx1_JhAUE,30.0,40.0,/m/01h82_,engine
O97_4xoYq8A,110.0,120.0,/m/028ght,applause
OBhiAEjh0zk,0.0,10.0,/m/07prgkl,pouring_water
OMApGp219Zc,10.0,20.0,/m/0395lw,bell
Oa2Os8eOUjs,30.0,40.0,/t/dd00134,car_passing_by
ObQH8sSi4K8,30.0,40.0,/m/03w41f,bell
Oy6ZIUzdKjs,270.0,280.0,/m/02z32qm,shotgun
P2xCq4aIum0,160.0,170.0,/m/09ct_,helicopter
P8aSlb_yb9g,9.0,19.0,/t/dd00134,car_passing_by
P94rcZSuTT8,30.0,40.0,/m/01bjv,bus
P9jc8E0aN3k,130.0,140.0,/m/03l9g,hammer
PMAy3dJbEGQ,130.0,140.0,/m/028ght,applause
PVUVDVyh8zM,30.0,40.0,/t/dd00002,infant_cry
PYpH_0Dhn5w,120.0,130.0,/m/03w41f,bell
P_oXjPQfHpM,250.0,260.0,/m/0g6b5,fireworks
P_tkRYMJK_M,80.0,90.0,/m/05tny_,dog
Paf4L4u6NDw,180.0,190.0,/m/07qqyl4,explosion
Pfo-OmErEfw,140.0,150.0,/m/0lyf6,breathing
PhzsA7H-myg,100.0,110.0,/m/07pbtc8,footsteps
PisJDUCdPqI,100.0,110.0,/m/09ct_,helicopter
Pk_Vhbgj8Lk,110.0,120.0,/m/06_y0by,environmental_noise
PrdMpLPUu3c,70.0,80.0,/m/01h82_,engine
PsuGhbGDAYw,10.0,20.0,/m/02_41,fire
Ptxjrmqo2Xo,140.0,150.0,/m/01j4z9,chainsaw
Pu2WDuFo0RA,40.0,50.0,/m/07prgkl,pouring_water
PutmxKNvMPw,350.0,360.0,/m/01y3hg,smoke_alarm
Pvwv32w0cXU,60.0,70.0,/m/01h8n0,conversation
PxjeXDgT6tY,20.0,30.0,/m/016622,bell
Q3i-nCScgi0,160.0,170.0,/m/01y3hg,smoke_alarm
Q4OHaBzqqBY,0.0,10.0,/m/01w250,whistling
Q67952dEguY,190.0,200.0,/g/122z_qxw,fireworks
Q78rr-gDhVE,90.0,100.0,/m/0llzx,sewing_machine
Q9DhGcV2OZs,160.0,170.0,/m/0c3f7m,fire_alarm
QBYtl0RfPIA,310.0,320.0,/m/03qc9zr,screaming
QHNrZvmlB-E,0.0,10.0,/m/07pp8cl,telephone
QK8ehpclBzw,70.0,80.0,/m/01d3sd,snoring
QN8JhcutUBQ,30.0,40.0,/t/dd00018,pig
QQYaUYADJc8,6.0,16.0,/m/016622,bell
QRUqcDaxIfs,30.0,40.0,/m/028ght,applause
QVLJPQUOWbI,0.0,10.0,/m/01d3sd,snoring
QXO9tlwgvKc,50.0,60.0,/m/02mfyn,car_alarm
QYpcdUw2mAw,220.0,230.0,/m/01lsmm,scissors
QbIrDllRK4E,0.0,9.0,/t/dd00002,infant_cry
QfMn5NoHdes,30.0,40.0,/m/02_41,fire
QjZsj1ZdpaM,230.0,240.0,/m/02z32qm,shotgun
Qs-XpIXGafs,270.0,280.0,/m/01lsmm,scissors
R0ZNBQ6_htQ,30.0,40.0,/m/01h82_,engine
R2MSnjisxw4,15.0,25.0,/m/07pp_mv,alarm
R57_oQjvaWQ,100.0,110.0,/m/01bjv,bus
R8WB_-Pfd-I,0.0,7.0,/m/046dlr,alarm_clock
ROzDT_2gJAU,40.0,50.0,/m/03v3yw,keys_jangling
RPLYy1Xbwt4,40.0,50.0,/m/0l15bq,clapping
RREcC2GWsWQ,150.0,160.0,/m/01lsmm,scissors
RXveLMrsl3M,0.0,10.0,/m/07pp8cl,telephone
RjPErwhjgjc,30.0,40.0,/m/01m2v,keyboard_typing
Rn6UNgSaWvY,0.0,10.0,/m/0j2kx,waterfall
Rns8RlXyOMg,270.0,280.0,/m/01m2v,keyboard_typing
RtUwjXa_HmE,20.0,30.0,/m/016622,bell
RyS6-NlGYW4,70.0,80.0,/m/03l9g,hammer
Rz53WSJeUfs,30.0,40.0,/m/07pbtc8,footsteps
SAxndzJuM4A,0.0,2.0,/m/07pws3f,shotgun
SH4csdrlum0,110.0,120.0,/m/03wvsk,hair_dryer
SOhN5XBtpHA,10.0,20.0,/m/01d3sd,snoring
SQQgQ8wVfF0,30.0,40.0,/m/0c3f7m,fire_alarm
SUxfKJP4bJ4,40.0,50.0,/m/0d31p,vacuum_cleaner
SbUwQctvbHg,240.0,250.0,/m/0395lw,bell
Sdnv8043mdk,70.0,80.0,/m/0395lw,bell
SeZPEPbFQzc,20.0,30.0,/m/01lsmm,scissors
SfXACvRRasI,20.0,30.0,/g/122z_qxw,fireworks
SjVxsxc-78s,500.0,510.0,/m/03wvsk,hair_dryer
SkuZ6fwsehw,60.0,70.0,/m/07prgkl,pouring_water
SqsmuNOtmwM,30.0,40.0,/m/01w250,whistling
Sv2uqexdbTE,50.0,60.0,/t/dd00134,car_passing_by
Sv9fcuRfk2o,70.0,80.0,/m/02mfyn,car_alarm
TA57n2roc6s,60.0,70.0,/m/02mfyn,car_alarm
TDOJwAV0g0o,30.0,40.0,/m/02z32qm,shotgun
TGtl7C93Nnk,160.0,170.0,/m/016622,bell
TNySqAlo99M,20.0,30.0,/m/01d3sd,snoring
TO8KNt8rckw,50.0,60.0,/m/07pp_mv,alarm
TV3Wpe0LpRc,70.0,80.0,/m/09ct_,helicopter
TX1ULjwUn5Q,140.0,150.0,/m/02z32qm,shotgun
TZG0cnju4wk,0.0,10.0,/m/07pp8cl,telephone
TaoySiaI-zQ,25.0,35.0,/m/01h82_,engine
Tfd2Fhr1HrQ,8.0,18.0,/m/03v3yw,keys_jangling
Tg6Kexjc9vc,30.0,40.0,/t/dd00018,pig
ThF0NS3ejok,310.0,320.0,/m/028ght,applause
ThYnNuVDTTk,0.0,10.0,/m/01y3hg,smoke_alarm
ThdvaONJxCg,30.0,40.0,/m/0d31p,vacuum_cleaner
TpFOD5O3Pk8,30.0,40.0,/t/dd00134,car_passing_by
Tw-Zwd19wFI,0.0,4.0,/m/07r4wb8,knock
TxMWCaxBmnc,80.0,90.0,/m/0llzx,sewing_machine
Txqu0u2R8Fo,100.0,110.0,/m/07sq110,laughing
Tz4APOJpZr4,30.0,40.0,/m/01lsmm,scissors
U0qylEK2EY8,30.0,40.0,/m/016622,bell
U2rJldz71T4,50.0,60.0,/m/03l9g,hammer
U3kMEKCTwuE,40.0,50.0,/m/03wwcy,doorbell
U5dlogM7k9g,150.0,160.0,/m/02_41,fire
U7Otog_CH_s,30.0,40.0,/m/0d31p,vacuum_cleaner
U9G3ZlU9H2M,230.0,240.0,/m/06_y0by,environmental_noise
UDl0qggDcJA,15.0,25.0,/m/016622,bell
UKuy5Xm1RyM,310.0,320.0,/m/0fx9l,microwave_oven
ULS3ffQkCW4,30.0,40.0,/m/02mfyn,car_alarm
UMqR7-ja_iI,4.0,14.0,/m/0l15bq,clapping
UPgrkkQl_F8,30.0,40.0,/m/01j4z9,chainsaw
UPohyk3ynFk,8.0,18.0,/t/dd00134,car_passing_by
URxsjJi1IL4,0.0,10.0,/m/07cx4,telephone
USHLC03XQIw,60.0,70.0,/m/01h8n0,conversation
UT-7S6D4MxI,150.0,160.0,/m/03v3yw,keys_jangling
UT05UUIBDDk,10.0,20.0,/m/02dgv,door
UTe0kjf8j4o,90.0,100.0,/m/01h8n0,conversation
UYDOaSk32-8,90.0,100.0,/m/03wvsk,hair_dryer
Uf9tBIOP9Ws,50.0,60.0,/m/0j2kx,waterfall
UjeIO8iXcYI,100.0,110.0,/m/016622,bell
UlVvWsYNy44,30.0,40.0,/t/dd00134,car_passing_by
UmOOGxXbEuc,30.0,40.0,/m/014zdl,explosion
UnD2YY2XHno,30.0,40.0,/m/07qrkrw,cat
UsiGW0W5VLE,90.0,100.0,/m/03wvsk,hair_dryer
Uu8m1oOWkiE,120.0,130.0,/m/0395lw,bell
Uylgb--QbqA,570.0,580.0,/m/01w250,whistling
V1W4k3ZMR-M,90.0,100.0,/m/06_y0by,environmental_noise
V9u9CgGerd0,210.0,220.0,/m/07sr1lc,screaming
VA20N0XZgKs,10.0,20.0,/m/0g6b5,fireworks
VCIm4ljZWac,30.0,40.0,/m/02mfyn,car_alarm
VFmpgHPUk8s,60.0,70.0,/m/03cl9h,ice_cream_van
VGSDDd4IaNQ,10.0,20.0,/m/016622,bell
VOk3SCDgZUs,60.0,70.0,/m/01lsmm,scissors
VP5mRLJtOEM,30.0,40.0,/m/07qrkrw,cat
VXFyLX6z0V8,410.0,420.0,/m/01w250,whistling
VbpHhTTiEfk,30.0,40.0,/m/01j4z9,chainsaw
Vg_y3i_rdnk,20.0,30.0,/m/03w41f,bell
VnnEO9NmWCk,110.0,120.0,/m/03wvsk,hair_dryer
Vog0eBervK4,30.0,40.0,/m/01j4z9,chainsaw
VttMBDi4k3E,30.0,40.0,/m/03w41f,bell
VvS7E4lHSmM,30.0,40.0,/m/0j2kx,waterfall
VxuMKb5CKI0,30.0,40.0,/m/03qc9zr,screaming
W-o0tTfwuOg,40.0,50.0,/t/dd00134,car_passing_by
W3wJP5gp4rE,10.0,20.0,/m/014zdl,explosion
W5TKOzpFWpo,110.0,120.0,/m/01j4z9,chainsaw
W8ls_HeuvMs,10.0,20.0,/m/0395lw,bell
WEyCINkkR-Q,41.0,51.0,/m/0c2wf,typewriter
WF6QmF1ZG9o,0.0,5.0,/m/0912c9,car_horn
WGSW5yAHb4Y,60.0,70.0,/m/01m2v,keyboard_typing
WH9D6yBJwQk,100.0,110.0,/m/03l9g,hammer
WOaXqolsvg8,30.0,40.0,/g/122z_qxw,fireworks
WlSHKXsyEOU,0.0,10.0,/m/0c3f7m,fire_alarm
WsTm5poQ15U,160.0,170.0,/m/02z32qm,shotgun
WyNgaxyxRg4,30.0,40.0,/m/016622,bell
WzmHLHBxn9U,320.0,330.0,/m/0d31p,vacuum_cleaner
X1PrlTv4_jw,190.0,200.0,/m/03wvsk,hair_dryer
X9Un4j8aZwY,30.0,40.0,/m/0c2wf,typewriter
XDwyGwyglMg,0.0,10.0,/t/dd00002,infant_cry
XEYvI2jrwDg,50.0,60.0,/m/03wvsk,hair_dryer
XHimm5QTqBE,0.0,10.0,/m/03w41f,bell
XKDr1e4_TkQ,150.0,160.0,/m/07prgkl,pouring_water
XMBE7ztd480,110.0,120.0,/m/0j2kx,waterfall
XP8F1T7dk94,40.0,50.0,/m/02mfyn,car_alarm
XUIizI20wDI,380.0,390.0,/m/0c3f7m,fire_alarm
XUaXlhcVxbs,160.0,170.0,/m/01w250,whistling
XVPC_DCdRms,310.0,320.0,/m/07c52,television
XX1ZzfFvYPc,460.0,470.0,/m/03l9g,hammer
XXGQb0FSuHQ,60.0,70.0,/m/0g6b5,fireworks
XZF7wso1wKs,110.0,120.0,/m/0j2kx,waterfall
XeL3BAgfvz8,430.0,440.0,/m/06_y0by,environmental_noise
XefOyd1nRUU,10.0,20.0,/m/02mfyn,car_alarm
XeqE7ZHdJZg,30.0,40.0,/t/dd00002,infant_cry
XgzRQ8OD8TE,30.0,40.0,/m/0c3f7m,fire_alarm
XilujFwtQFA,410.0,420.0,/g/122z_qxw,fireworks
XngB5MAPRgU,0.0,7.0,/m/03wvsk,hair_dryer
Xo6caJ4tcC4,50.0,60.0,/m/03wvsk,hair_dryer
XprqiWeGihg,7.0,17.0,/m/046dlr,alarm_clock
XrKDtjFM9Ec,290.0,300.0,/m/01w250,whistling
Xs-io7fGANo,70.0,80.0,/m/02z32qm,shotgun
Xu0J2UiyinY,580.0,590.0,/m/0j2kx,waterfall
XuBj6siHCTk,30.0,40.0,/m/016622,bell
XvKrLLfToV0,30.0,40.0,/m/01h82_,engine
XwU74AqNw3o,30.0,40.0,/t/dd00134,car_passing_by
Y0Aibvz4GS0,160.0,170.0,/m/02_41,fire
Y1l6PScgwmM,20.0,30.0,/m/03w41f,bell
Y27yN54l4kE,30.0,40.0,/t/dd00134,car_passing_by
Y2MwHholr3c,30.0,40.0,/m/016622,bell
Y3HULVoAkEo,80.0,90.0,/m/01lsmm,scissors
Y7A_l2g2QzI,20.0,30.0,/m/01w250,whistling
Y8sHHzZ6bS8,0.0,10.0,/m/028ght,applause
YBiSoKph78E,0.0,7.0,/t/dd00002,infant_cry
YIju3UFD-ow,200.0,210.0,/m/02mfyn,car_alarm
YMHAc6ziM5A,30.0,40.0,/t/dd00134,car_passing_by
YTapjEIgzkI,21.0,31.0,/m/01y3hg,smoke_alarm
YV95e7uBRG4,0.0,10.0,/m/016622,bell
YVFCuenVqpI,590.0,600.0,/m/03wvsk,hair_dryer
YX94Twfsi78,18.0,28.0,/m/01h82_,engine
Y_EoBE7CQe4,30.0,40.0,/m/09ct_,helicopter
Y_IGnsyr_Z4,200.0,210.0,/m/03wvsk,hair_dryer
YcI57jUphwc,30.0,40.0,/m/0g6b5,fireworks
YdLM3obic3w,230.0,240.0,/m/07prgkl,pouring_water
Yn9c4eODSvM,30.0,40.0,/m/016622,bell
YnBpwFgMWCU,480.0,490.0,/m/0g6b5,fireworks
Ynxg0xnrLZ0,310.0,320.0,/m/025td0t,background_music
YsOl6IoUGQI,290.0,300.0,/m/0c2wf,typewriter
YxZuWRiKvZw,40.0,50.0,/m/01j4z9,chainsaw
Z-4hWL2ceJQ,120.0,130.0,/m/016622,bell
Z2EZQghr7Mk,550.0,560.0,/m/01bjv,bus
Z46Phs4zxvA,100.0,110.0,/m/01w250,whistling
ZIT1maeaOPI,50.0,60.0,/m/03wvsk,hair_dryer
ZJ2AHS3pVro,7.0,17.0,/m/046dlr,alarm_clock
ZPDBaLv5y7w,580.0,590.0,/m/0llzx,sewing_machine
ZQZmQHNL9Tk,0.0,10.0,/m/03l9g,hammer
ZQqRtfuEJnk,300.0,310.0,/m/0d31p,vacuum_cleaner
ZSItez9gTyY,0.0,10.0,/m/0395lw,bell
ZSSbpvAdEWI,0.0,10.0,/m/0lyf6,breathing
ZT9bLGrzEik,400.0,410.0,/m/0d31p,vacuum_cleaner
ZTCHW13GZ4E,170.0,180.0,/m/0d31p,vacuum_cleaner
ZYZRnhNhUzA,510.0,520.0,/m/0d31p,vacuum_cleaner
ZZjuRFgKNys,10.0,20.0,/m/01d3sd,snoring
ZZv91Tz5BUY,330.0,340.0,/m/06_y0by,environmental_noise
Z_XZlEw2FZY,60.0,70.0,/m/01h8n0,conversation
Z_azJsKJL_4,0.0,10.0,/m/0j2kx,waterfall
Zb_aIF1Wb44,170.0,180.0,/m/02_41,fire
ZcPzG1adD74,150.0,160.0,/m/0d31p,vacuum_cleaner
Zf5gYtlz6Pw,0.0,10.0,/m/07pp8cl,telephone
ZthT5nwFkJg,60.0,70.0,/m/02_41,fire
ZvvCL0v9r_8,440.0,450.0,/m/07r67yg,doorbell
ZyOs0QyzR1E,90.0,100.0,/m/07r67yg,doorbell
_-CrlQhL3zs,30.0,40.0,/m/01j4z9,chainsaw
_0SSMHzeztw,30.0,40.0,/m/07pbtc8,footsteps
_0bOQtWbqVc,250.0,260.0,/m/0c2wf,typewriter
_CQnj74Ity8,590.0,600.0,/m/09ct_,helicopter
_H4iHqtGlAY,6.0,16.0,/m/01w250,whistling
_HuBeVlIrKI,40.0,50.0,/m/04zmvq,train_whistle
_JQvbbJbZp0,20.0,30.0,/m/016622,bell
_O8qSw4dxII,19.0,29.0,/m/01h82_,engine
_P7h4zyPWcQ,2.0,12.0,/m/07r67yg,doorbell
_QiSEHHRukc,30.0,40.0,/m/03wvsk,hair_dryer
_ROxgh3bJAU,200.0,210.0,/m/02mfyn,car_alarm
_Slo8QXYOp8,0.0,10.0,/m/0395lw,bell
_VLmOn4qST8,90.0,100.0,/m/0d31p,vacuum_cleaner
_W6MsOT3cI4,480.0,490.0,/m/07r10fb,pouring_water
_Xu8Pf4sQqQ,11.0,21.0,/t/dd00134,car_passing_by
_dV2Gtqo0UU,20.0,30.0,/m/09ct_,helicopter
_gYLw_iXfpI,30.0,40.0,/m/01h82_,engine
_uyAyiLZJsM,240.0,250.0,/m/0l15bq,clapping
_vpfycBBX2I,520.0,530.0,/m/0d31p,vacuum_cleaner
a6RiChF6JW4,60.0,70.0,/m/0d31p,vacuum_cleaner
a6lkhbf_HAc,570.0,580.0,/m/0j2kx,waterfall
a7sTljVHW6Q,30.0,40.0,/m/03cl9h,ice_cream_van
aDmhcvIIpgY,120.0,130.0,/m/01w250,whistling
aFjuOD6n_qU,0.0,10.0,/m/06_y0by,environmental_noise
aFynKC57CfI,30.0,40.0,/m/0c2wf,typewriter
aPE-vmZFR4I,100.0,110.0,/m/03l9g,hammer
aWxPsqi_wL4,60.0,70.0,/m/03v3yw,keys_jangling
aa_468eUE1o,100.0,110.0,/m/01w250,whistling
abSLhN9TLEw,300.0,310.0,/m/01hsr_,sneeze
aex7sFCh-tA,340.0,350.0,/m/07sq110,laughing
ammKLbpCiwU,10.0,20.0,/m/03w41f,bell
anujpzVRneY,20.0,30.0,/m/028ght,applause
aomaneVgUs0,50.0,60.0,/m/01w250,whistling
apAFcRFutFo,160.0,170.0,/m/0d31p,vacuum_cleaner
apaH7oczgoA,90.0,100.0,/m/02mfyn,car_alarm
asef1m3NUy4,70.0,80.0,/m/01j4z9,chainsaw
aslxfM0T8No,10.0,20.0,/m/03qc9zr,screaming
aszZlMhmhNw,0.0,10.0,/m/07r4wb8,knock
awb9dareQmM,10.0,20.0,/m/0lyf6,breathing
b0-A6z7d3JI,90.0,100.0,/m/03wvsk,hair_dryer
b28rQfs-Z2w,100.0,110.0,/m/02_41,fire
b4bIubTJPdM,90.0,100.0,/m/03w41f,bell
bKprreDuGTA,60.0,70.0,/g/122z_qxw,fireworks
bLGPtJU-HL4,0.0,10.0,/m/07prgkl,pouring_water
bLZRG3RN24c,280.0,290.0,/m/0lyf6,breathing
bLmMnXbhvto,100.0,110.0,/m/01d3sd,snoring
bMP3qOSuk-A,120.0,130.0,/m/02mfyn,car_alarm
bNY5Y_cjs-8,510.0,520.0,/m/07r10fb,pouring_water
bW-xjy5-a1s,30.0,40.0,/m/01w250,whistling
bZZmKqwk3ZY,290.0,300.0,/m/03l9g,hammer
bcPDLn77kx4,100.0,110.0,/m/03wvsk,hair_dryer
bgLHk4eb9nQ,30.0,40.0,/m/03wvsk,hair_dryer
bnC95hU7G_M,40.0,50.0,/m/025td0t,background_music
bpjMpKxsBAs,490.0,500.0,/m/03w41f,bell
bqe16Oxq_oQ,450.0,460.0,/m/07sq110,laughing
buZNF4Mkvfg,30.0,40.0,/m/01j4z9,chainsaw
c-f2RSZ_LxU,490.0,500.0,/m/03w41f,bell
c3QmxfOympg,50.0,60.0,/m/0lyf6,breathing
c40opYMsalk,200.0,210.0,/m/01lsmm,scissors
c78vWK0mU6g,30.0,40.0,/m/03wvsk,hair_dryer
c7tyck8VQKo,40.0,50.0,/m/02mfyn,car_alarm
cGUVJCaJti4,230.0,240.0,/m/0c2wf,typewriter
cH56_KM_fo8,20.0,30.0,/m/02z32qm,shotgun
cMatnDQqzjw,110.0,120.0,/m/02mfyn,car_alarm
cN2hPN5zAAQ,500.0,510.0,/m/01hsr_,sneeze
cR2zUNzOev8,160.0,170.0,/m/0d31p,vacuum_cleaner
cRoly4C2m3o,100.0,110.0,/m/016622,bell
cSXBv4wrT3A,30.0,40.0,/t/dd00134,car_passing_by
cWvVN0gxrFA,30.0,40.0,/m/016622,bell
cjXFIp4UyY0,18.0,28.0,/t/dd00134,car_passing_by
clJZQsQzGCA,490.0,500.0,/m/03w41f,bell
cmllUfmgZsY,110.0,120.0,/m/02_41,fire
czX8Ea6MvZE,0.0,10.0,/m/0fx9l,microwave_oven
d-QyPPL3LhU,29.0,39.0,/m/04zmvq,train_whistle
d2m2Xgelbo8,220.0,230.0,/m/06_y0by,environmental_noise
d3PrZeCmXd0,80.0,90.0,/m/03l9g,hammer
d66gSt9HeCI,90.0,100.0,/m/07r67yg,doorbell
d6p7LEM0d74,260.0,270.0,/m/02z32qm,shotgun
dCMBQWvkDek,0.0,10.0,/m/0fd3y,ambient_music
dDK8N-eXf7c,130.0,140.0,/m/0llzx,sewing_machine
